provider,ip_claim_sum,ip_claim_mean,ip_claim_max,ip_deductible_sum,ip_deductible_mean,ip_unique_patients,ip_deceased_patients,op_claim_sum,op_claim_mean,op_claim_max,op_deductible_sum,op_deductible_mean,op_unique_patients,op_deceased_patients,potentialfraud,total_claim_sum,total_claim_mean,total_deductible_sum,total_deductible_mean,total_unique_patients,total_deceased_patients,deceased_patient_ratio,claim_per_patient,ip_op_claim_ratio,ip_max_mean_ratio,chronic_cond_ratio,avg_claim_per_deceased
PRV54176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,167.0,400.0,0.0,0.0,10.0,0.0,No,1670.0,166.99998330000167,0.0,0.0,10.0,0.0,0.0,166.99998330000167,0.0,0.0,0.0,0.0
PRV54177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,550.0,900.0,0.0,0.0,2.0,0.0,No,1100.0,549.9997250001375,0.0,0.0,2.0,0.0,0.0,549.9997250001375,0.0,0.0,0.0,0.0
PRV54178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,45.0,60.0,0.0,0.0,2.0,0.0,No,90.0,44.99997750001125,0.0,0.0,2.0,0.0,0.0,44.99997750001125,0.0,0.0,0.0,0.0
PRV54179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV54180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,75.0,80.0,0.0,0.0,2.0,0.0,No,150.0,74.99996250001874,0.0,0.0,2.0,0.0,0.0,74.99996250001874,0.0,0.0,0.0,0.0
PRV54181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,47.5,100.0,0.0,0.0,4.0,0.0,No,190.0,47.499988125002965,0.0,0.0,4.0,0.0,0.0,47.499988125002965,0.0,0.0,0.0,0.0
PRV54182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,437.5,1600.0,0.0,0.0,4.0,0.0,No,1750.0,437.4998906250273,0.0,0.0,4.0,0.0,0.0,437.4998906250273,0.0,0.0,0.0,0.0
PRV54183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,2200.0,2300.0,0.0,0.0,2.0,0.0,No,4400.0,2199.99890000055,0.0,0.0,2.0,0.0,0.0,2199.99890000055,0.0,0.0,0.0,0.0
PRV54184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.0,356.0,2000.0,0.0,0.0,8.0,1.0,No,3560.0,444.999944375007,0.0,0.0,8.0,1.0,0.12499998437500197,444.999944375007,0.0,0.0,0.0,3560.0
PRV54185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,175.0,300.0,0.0,0.0,2.0,0.0,No,350.0,174.99991250004373,0.0,0.0,2.0,0.0,0.0,174.99991250004373,0.0,0.0,0.0,0.0
PRV54186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,157.27272727272728,500.0,0.0,0.0,7.0,0.0,No,1730.0,247.14282183673973,0.0,0.0,7.0,0.0,0.0,247.14282183673973,0.0,0.0,0.0,0.0
PRV54187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,0.0,1.0,0.0,No,200.0,199.99980000020003,0.0,0.0,1.0,0.0,0.0,199.99980000020003,0.0,0.0,0.0,0.0
PRV54188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0,765.0,2600.0,0.0,0.0,4.0,0.0,No,3060.0,764.9998087500478,0.0,0.0,4.0,0.0,0.0,764.9998087500478,0.0,0.0,0.0,0.0
PRV54191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,180.0,300.0,0.0,0.0,2.0,0.0,No,360.0,179.999910000045,0.0,0.0,2.0,0.0,0.0,179.999910000045,0.0,0.0,0.0,0.0
PRV54192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0,445.0,800.0,0.0,0.0,2.0,0.0,No,890.0,444.99977750011124,0.0,0.0,2.0,0.0,0.0,444.99977750011124,0.0,0.0,0.0,0.0
PRV54193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030.0,167.91666666666666,900.0,0.0,0.0,12.0,0.0,No,4030.0,335.83330534722455,0.0,0.0,12.0,0.0,0.0,335.83330534722455,0.0,0.0,0.0,0.0
PRV54194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630.0,518.5714285714286,3300.0,0.0,0.0,7.0,0.0,No,3630.0,518.5713544898065,0.0,0.0,7.0,0.0,0.0,518.5713544898065,0.0,0.0,0.0,0.0
PRV54196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320.0,432.0,2600.0,0.0,0.0,10.0,0.0,No,4320.0,431.9999568000043,0.0,0.0,10.0,0.0,0.0,431.9999568000043,0.0,0.0,0.0,0.0
PRV54197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,60.714285714285715,400.0,0.0,0.0,12.0,0.0,No,850.0,70.83332743055605,0.0,0.0,12.0,0.0,0.0,70.83332743055605,0.0,0.0,0.0,0.0
PRV54198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,81.66666666666667,200.0,0.0,0.0,6.0,0.0,No,490.0,81.66665305555782,0.0,0.0,6.0,0.0,0.0,81.66665305555782,0.0,0.0,0.0,0.0
PRV54199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,1.0,0.0,No,40.0,39.999960000040005,0.0,0.0,1.0,0.0,0.0,39.999960000040005,0.0,0.0,0.0,0.0
PRV54200,173090.0,13314.615384615385,43000.0,13884.0,1068.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,173090.0,13314.61436041428,13884.0,1067.9999178461603,13.0,0.0,0.0,13314.61436041428,173090000000.0,3.229533768317153,0.0,0.0
PRV54201,19600.0,4900.0,12000.0,4272.0,1068.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,19600.0,4899.9987750003065,4272.0,1067.9997330000667,4.0,0.0,0.0,4899.9987750003065,19600000000.0,2.448979591336943,0.0,0.0
PRV54202,137000.0,13700.0,47000.0,9612.0,961.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,137000.0,13699.998630000138,9612.0,961.1999038800096,10.0,0.0,0.0,13699.998630000138,137000000000.0,3.4306569340561563,0.0,0.0
PRV54203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12930.0,253.52941176470588,2300.0,160.0,3.1372549019607843,45.0,0.0,No,12930.0,287.3333269481483,160.0,3.555555476543212,45.0,0.0,0.0,287.3333269481483,0.0,0.0,0.0,0.0
PRV54204,62200.0,15550.0,49000.0,4272.0,1068.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,62200.0,15549.996112500972,4272.0,1067.9997330000667,4.0,0.0,0.0,15549.996112500972,62200000000.0,3.1511254017266155,0.0,0.0
PRV54205,65000.0,7222.222222222223,13000.0,9612.0,1068.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,65000.0,8124.998984375127,9612.0,1201.499849812519,8.0,0.0,0.0,8124.998984375127,65000000000.0,1.799999999750769,0.0,0.0
PRV54206,10000.0,10000.0,10000.0,1068.0,1068.0,1.0,0.0,11400.0,265.1162790697674,2100.0,50.0,1.1627906976744187,40.0,0.0,No,21400.0,521.9512067816779,1118.0,27.268292017846537,41.0,0.0,0.0,521.9512067816779,0.8771929823791935,0.9999999999,0.0,0.0
PRV54207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6950.0,169.5121951219512,2300.0,100.0,2.4390243902439024,32.0,0.0,No,6950.0,217.18749321289084,100.0,3.1249999023437534,32.0,0.0,0.0,217.18749321289084,0.0,0.0,0.0,0.0
PRV54208,109300.0,10930.0,28000.0,10680.0,1068.0,8.0,1.0,4860.0,285.88235294117646,2000.0,0.0,0.0,16.0,0.0,No,114160.0,4756.66646847223,10680.0,444.9999814583341,24.0,1.0,0.041666664930555625,4756.66646847223,22.489711929528863,2.561756632885475,0.0,114160.0
PRV54209,146600.0,7330.0,29000.0,21360.0,1068.0,19.0,0.0,32300.0,246.5648854961832,3300.0,470.0,3.5877862595419847,122.0,0.0,Yes,178900.0,1268.7943172425935,21830.0,154.82269393742772,141.0,0.0,0.0,1268.7943172425935,4.53869969026196,3.9563437920932683,0.0,0.0
PRV54210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.0,230.5,800.0,100.0,5.0,18.0,0.0,No,4610.0,256.1110968827168,100.0,5.555555246913597,18.0,0.0,0.0,256.1110968827168,0.0,0.0,0.0,0.0
PRV54212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11920.0,220.74074074074073,2300.0,0.0,0.0,32.0,2.0,No,11920.0,372.4999883593754,0.0,0.0,32.0,2.0,0.06249999804687507,372.4999883593754,0.0,0.0,0.0,5960.0
PRV54213,160000.0,7619.047619047619,18000.0,22428.0,1068.0,19.0,0.0,9320.0,202.6086956521739,2100.0,90.0,1.9565217391304348,42.0,0.0,No,169320.0,2775.737659414137,22518.0,369.14753493200766,61.0,0.0,0.0,2775.737659414137,17.167381972406933,2.3624999996899216,0.0,0.0
PRV54215,142000.0,10142.857142857143,28000.0,12816.0,915.4285714285714,11.0,0.0,2370.0,139.41176470588235,900.0,60.0,3.5294117647058822,15.0,0.0,No,144370.0,5552.6920941272265,12876.0,495.2307501834327,26.0,0.0,0.0,5552.6920941272265,59.915611789065146,2.760563380009522,0.0,0.0
PRV54216,150000.0,15000.0,33000.0,10680.0,1068.0,10.0,1.0,13340.0,342.05128205128204,3100.0,0.0,0.0,34.0,0.0,No,163340.0,3712.272642902895,10680.0,242.72726721074395,44.0,1.0,0.022727272210743815,3712.272642902895,11.244377810251546,2.1999999998533335,0.0,163340.0
PRV54217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5260.0,175.33333333333334,1200.0,100.0,3.3333333333333335,14.0,0.0,No,5260.0,375.71425887755294,100.0,7.142856632653098,14.0,0.0,0.0,375.71425887755294,0.0,0.0,0.0,0.0
PRV54219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18730.0,185.44554455445544,3300.0,90.0,0.8910891089108911,33.0,0.0,No,18730.0,567.5757403764927,90.0,2.7272726446281017,33.0,0.0,0.0,567.5757403764927,0.0,0.0,0.0,0.0
PRV54220,165000.0,20625.0,77000.0,7476.0,934.5,7.0,0.0,20140.0,839.1666666666666,12000.0,0.0,0.0,23.0,1.0,No,185140.0,6171.333127622229,7476.0,249.1999916933336,30.0,1.0,0.033333332222222255,6171.333127622229,8.19265143951377,3.733333333152323,0.0,185140.0
PRV54222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3130.0,164.73684210526315,1200.0,0.0,0.0,11.0,0.0,No,3130.0,284.54542867768834,0.0,0.0,11.0,0.0,0.0,284.54542867768834,0.0,0.0,0.0,0.0
PRV54223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16480.0,222.7027027027027,3300.0,160.0,2.1621621621621623,25.0,0.0,No,16480.0,659.199973632001,160.0,6.39999974400001,25.0,0.0,0.0,659.199973632001,0.0,0.0,0.0,0.0
PRV54224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15460.0,359.5348837209302,3300.0,30.0,0.6976744186046512,23.0,0.0,No,15460.0,672.1738838185267,30.0,1.3043477693761838,23.0,0.0,0.0,672.1738838185267,0.0,0.0,0.0,0.0
PRV54225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53620.0,515.5769230769231,12200.0,530.0,5.096153846153846,59.0,2.0,Yes,53620.0,908.8135439184146,530.0,8.98305069520253,59.0,2.0,0.03389830451019823,908.8135439184146,0.0,0.0,0.0,26810.0
PRV54226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,58.46153846153846,200.0,0.0,0.0,11.0,0.0,No,760.0,69.09090280991794,0.0,0.0,11.0,0.0,0.0,69.09090280991794,0.0,0.0,0.0,0.0
PRV54227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7630.0,143.96226415094338,2100.0,30.0,0.5660377358490566,47.0,0.0,No,7630.0,162.34042207786337,30.0,0.6382978587596201,47.0,0.0,0.0,162.34042207786337,0.0,0.0,0.0,0.0
PRV54228,304000.0,7414.634146341464,23000.0,42720.0,1041.9512195121952,29.0,0.0,102000.0,327.9742765273312,3300.0,460.0,1.4790996784565917,188.0,0.0,No,406000.0,1870.9677333135128,43180.0,198.9861741982204,217.0,0.0,0.0,1870.9677333135128,2.980392156833526,3.101973683792168,0.0,0.0
PRV54230,391000.0,8886.363636363636,31000.0,46992.0,1068.0,39.0,1.0,17650.0,215.2439024390244,2200.0,490.0,5.975609756097561,79.0,0.0,Yes,408650.0,3463.1355638717328,47482.0,402.3898270983913,118.0,1.0,0.008474576199367999,3463.1355638717328,22.152974502994166,3.4884910482007836,0.0,408650.0
PRV54231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67880.0,357.2631578947368,3300.0,330.0,1.736842105263158,64.0,1.0,No,67880.0,1060.6249834277346,330.0,5.156249919433595,64.0,1.0,0.015624999755859379,1060.6249834277346,0.0,0.0,0.0,67880.0
PRV54232,98500.0,12312.5,37000.0,8544.0,1068.0,6.0,0.0,9250.0,272.05882352941177,2000.0,0.0,0.0,28.0,0.0,No,107750.0,3169.117553849484,8544.0,251.2941102560556,34.0,0.0,0.0,3169.117553849484,10.648648647497444,3.0050761418879124,0.0,0.0
PRV54233,6000.0,6000.0,6000.0,1068.0,1068.0,1.0,0.0,350.0,58.333333333333336,90.0,0.0,0.0,6.0,0.0,No,6350.0,907.1427275510389,1068.0,152.5714067755133,7.0,0.0,0.0,907.1427275510389,17.142857093877552,0.9999999998333333,0.0,0.0
PRV54235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4280.0,267.5,1900.0,0.0,0.0,13.0,0.0,No,4280.0,329.2307439053274,0.0,0.0,13.0,0.0,0.0,329.2307439053274,0.0,0.0,0.0,0.0
PRV54237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52560.0,224.6153846153846,3300.0,920.0,3.9316239316239314,119.0,0.0,No,52560.0,441.6806685573053,920.0,7.731092372007628,119.0,0.0,0.0,441.6806685573053,0.0,0.0,0.0,0.0
PRV54238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92890.0,266.92528735632186,3800.0,900.0,2.586206896551724,153.0,3.0,No,92890.0,607.1241790384041,900.0,5.8823529027297194,153.0,3.0,0.019607843009099065,607.1241790384041,0.0,0.0,0.0,30963.333333333332
PRV54239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20980.0,338.38709677419354,2300.0,180.0,2.903225806451613,44.0,0.0,No,20980.0,476.8181709814052,180.0,4.090908997933886,44.0,0.0,0.0,476.8181709814052,0.0,0.0,0.0,0.0
PRV54240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14400.0,200.0,2700.0,290.0,4.027777777777778,37.0,0.0,No,14400.0,389.18917867056274,290.0,7.837837626004389,37.0,0.0,0.0,389.18917867056274,0.0,0.0,0.0,0.0
PRV54242,28000.0,7000.0,12000.0,4272.0,1068.0,4.0,0.0,25270.0,300.8333333333333,5010.0,120.0,1.4285714285714286,70.0,1.0,No,53270.0,719.8648551369614,4392.0,59.351350549306076,74.0,1.0,0.01351351333089847,719.8648551369614,1.1080332409533822,1.7142857140408163,0.0,53270.0
PRV54244,520800.0,10628.57142857143,40000.0,50196.0,1024.408163265306,46.0,0.0,55570.0,305.3296703296703,3300.0,380.0,2.087912087912088,151.0,0.0,No,576370.0,2925.736025757685,50576.0,256.73096316380224,197.0,0.0,0.0,2925.736025757685,9.371963289376067,3.763440859860966,0.0,0.0
PRV54245,119000.0,8500.0,38000.0,14952.0,1068.0,13.0,0.0,38450.0,241.8238993710692,3300.0,790.0,4.968553459119497,93.0,2.0,No,157450.0,1485.3773444775723,15742.0,148.50943256123176,106.0,2.0,0.0188679243503026,1485.3773444775723,3.094928478463071,4.470588234768166,0.0,78725.0
PRV54246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,230.2325581395349,1700.0,120.0,2.7906976744186047,27.0,0.0,No,9900.0,366.66665308642024,120.0,4.4444442798353965,27.0,0.0,0.0,366.66665308642024,0.0,0.0,0.0,0.0
PRV54247,28000.0,7000.0,11000.0,4272.0,1068.0,4.0,0.0,19030.0,288.3333333333333,3300.0,140.0,2.121212121212121,44.0,1.0,No,47030.0,979.7916462543408,4412.0,91.91666475173615,48.0,1.0,0.020833332899305567,979.7916462543408,1.4713610088559452,1.5714285712040816,0.0,47030.0
PRV54250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22530.0,363.38709677419354,3300.0,220.0,3.5483870967741935,61.0,0.0,No,22530.0,369.3442562402581,220.0,3.60655731792529,61.0,0.0,0.0,369.3442562402581,0.0,0.0,0.0,0.0
PRV54251,57000.0,9500.0,16000.0,6408.0,1068.0,6.0,0.0,20590.0,502.1951219512195,2500.0,100.0,2.4390243902439024,29.0,0.0,No,77590.0,2216.857079518369,6508.0,185.94285183020423,35.0,0.0,0.0,2216.857079518369,2.768334142653311,1.684210526138504,0.0,0.0
PRV54252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6030.0,354.70588235294116,2100.0,0.0,0.0,16.0,0.0,No,6030.0,376.87497644531396,0.0,0.0,16.0,0.0,0.0,376.87497644531396,0.0,0.0,0.0,0.0
PRV54253,80000.0,20000.0,51000.0,4272.0,1068.0,4.0,0.0,2850.0,285.0,1600.0,0.0,0.0,9.0,0.0,No,82850.0,6373.076432840275,4272.0,328.6153593372801,13.0,0.0,0.0,6373.076432840275,28.07017542874731,2.5499999998725,0.0,0.0
PRV54254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23140.0,222.5,3300.0,290.0,2.7884615384615383,44.0,0.0,No,23140.0,525.9090789566119,290.0,6.590908941115706,44.0,0.0,0.0,525.9090789566119,0.0,0.0,0.0,0.0
PRV54255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107230.0,462.19827586206895,10100.0,160.0,0.6896551724137931,154.0,0.0,No,107230.0,696.2986967772812,160.0,1.0389610322145388,154.0,0.0,0.0,696.2986967772812,0.0,0.0,0.0,0.0
PRV54256,39000.0,7800.0,14000.0,5340.0,1068.0,5.0,0.0,78080.0,303.81322957198444,3300.0,590.0,2.2957198443579765,95.0,1.0,No,117080.0,1170.799988292,5930.0,59.29999940700001,100.0,1.0,0.0099999999,1170.799988292,0.4994877049116357,1.794871794641683,0.0,117080.0
PRV54257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69540.0,246.59574468085106,3300.0,620.0,2.198581560283688,134.0,2.0,No,69540.0,518.9552200077969,620.0,4.626865637112943,134.0,2.0,0.014925373022944978,518.9552200077969,0.0,0.0,0.0,34770.0
PRV54258,1186000.0,10050.847457627118,57000.0,119616.0,1013.6949152542373,95.0,0.0,31250.0,260.4166666666667,7000.0,200.0,1.6666666666666667,110.0,0.0,Yes,1217250.0,5937.804849083879,119816.0,584.468289831862,205.0,0.0,0.0,5937.804849083879,37.95199999878554,5.671163574477911,0.0,0.0
PRV54259,78000.0,6500.0,14000.0,12816.0,1068.0,10.0,0.0,11900.0,700.0,2100.0,0.0,0.0,16.0,0.0,No,89900.0,3457.692174704147,12816.0,492.92305796449773,26.0,0.0,0.0,3457.692174704147,6.554621848188687,2.1538461535147926,0.0,0.0
PRV54261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25490.0,339.8666666666667,3300.0,380.0,5.066666666666666,66.0,0.0,No,25490.0,386.2121153604225,380.0,5.7575756703397625,66.0,0.0,0.0,386.2121153604225,0.0,0.0,0.0,0.0
PRV54262,3000.0,3000.0,3000.0,1068.0,1068.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,3000.0,2999.9970000030003,1068.0,1067.9989320010682,1.0,0.0,0.0,2999.9970000030003,3000000000.0,0.9999999996666668,0.0,0.0
PRV54263,4000.0,4000.0,4000.0,1068.0,1068.0,1.0,0.0,860.0,172.0,700.0,100.0,20.0,5.0,0.0,No,4860.0,809.9998650000225,1168.0,194.66663422222763,6.0,0.0,0.0,809.9998650000225,4.651162785289346,0.99999999975,0.0,0.0
PRV54265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112930.0,278.1527093596059,3300.0,1360.0,3.3497536945812807,197.0,1.0,No,112930.0,573.2487280545749,1360.0,6.903553264448968,197.0,1.0,0.005076142106212477,573.2487280545749,0.0,0.0,0.0,112930.0
PRV54266,328000.0,15619.047619047618,51000.0,21360.0,1017.1428571428571,18.0,0.0,11180.0,254.0909090909091,2200.0,90.0,2.0454545454545454,42.0,0.0,No,339180.0,5652.999905783335,21450.0,357.49999404166675,60.0,0.0,0.0,5652.999905783335,29.338103754084248,3.2652439022299693,0.0,0.0
PRV54267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78960.0,349.3805309734513,14040.0,550.0,2.433628318584071,84.0,0.0,No,78960.0,939.999988809524,550.0,6.547618969671203,84.0,0.0,0.0,939.999988809524,0.0,0.0,0.0,0.0
PRV54269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32740.0,277.45762711864404,3300.0,290.0,2.457627118644068,26.0,0.0,No,32740.0,1259.2307207988183,290.0,11.153845724852086,26.0,0.0,0.0,1259.2307207988183,0.0,0.0,0.0,0.0
PRV54270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11320.0,332.94117647058823,2300.0,150.0,4.411764705882353,27.0,1.0,No,11320.0,419.2592437311391,150.0,5.555555349794246,27.0,1.0,0.037037035665294975,419.2592437311391,0.0,0.0,0.0,11320.0
PRV54271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6240.0,215.17241379310346,1000.0,130.0,4.482758620689655,12.0,0.0,No,6240.0,519.9999566666703,130.0,10.83333243055563,12.0,0.0,0.0,519.9999566666703,0.0,0.0,0.0,0.0
PRV54273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72020.0,307.77777777777777,11100.0,930.0,3.9743589743589745,108.0,0.0,No,72020.0,666.8518456772978,930.0,8.611111031378602,108.0,0.0,0.0,666.8518456772978,0.0,0.0,0.0,0.0
PRV54274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16740.0,356.17021276595744,3300.0,40.0,0.851063829787234,17.0,0.0,No,16740.0,984.7058244290691,40.0,2.352941038062292,17.0,0.0,0.0,984.7058244290691,0.0,0.0,0.0,0.0
PRV54275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,1.0,0.0,No,50.0,49.999950000050006,0.0,0.0,1.0,0.0,0.0,49.999950000050006,0.0,0.0,0.0,0.0
PRV54276,86000.0,21500.0,57000.0,4272.0,1068.0,4.0,0.0,14810.0,202.87671232876713,3300.0,320.0,4.383561643835616,33.0,4.0,No,100810.0,2724.594520956905,4592.0,124.10810475383502,37.0,4.0,0.10810810518626743,2724.594520956905,5.806887237960372,2.6511627905743644,0.0,25202.5
PRV54278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19690.0,322.78688524590166,3200.0,140.0,2.2950819672131146,27.0,0.0,No,19690.0,729.259232249658,140.0,5.185184993141297,27.0,0.0,0.0,729.259232249658,0.0,0.0,0.0,0.0
PRV54280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7030.0,351.5,2300.0,0.0,0.0,15.0,0.0,No,7030.0,468.6666354222243,0.0,0.0,15.0,0.0,0.0,468.6666354222243,0.0,0.0,0.0,0.0
PRV54282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,344.2105263157895,2000.0,70.0,3.6842105263157894,11.0,1.0,No,6540.0,594.5454004958727,70.0,6.36363578512402,11.0,1.0,0.09090908264462885,594.5454004958727,0.0,0.0,0.0,6540.0
PRV54283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,110.0,500.0,0.0,0.0,5.0,0.0,No,550.0,109.99997800000439,0.0,0.0,5.0,0.0,0.0,109.99997800000439,0.0,0.0,0.0,0.0
PRV54284,58000.0,7250.0,14000.0,8544.0,1068.0,5.0,0.0,38100.0,362.85714285714283,3300.0,230.0,2.1904761904761907,43.0,0.0,No,96100.0,2002.0832916232648,8774.0,182.79166285850704,48.0,0.0,0.0,2002.0832916232648,1.5223097112461337,1.931034482492271,0.0,0.0
PRV54285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,127.5,700.0,200.0,10.0,16.0,0.0,No,2550.0,159.3749900390631,200.0,12.499999218750048,16.0,0.0,0.0,159.3749900390631,0.0,0.0,0.0,0.0
PRV54287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37900.0,244.51612903225808,3000.0,720.0,4.645161290322581,67.0,1.0,No,37900.0,565.6716333481846,720.0,10.746268496324351,67.0,1.0,0.0149253729115616,565.6716333481846,0.0,0.0,0.0,37900.0
PRV54288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,273.3333333333333,2300.0,0.0,0.0,13.0,0.0,No,4100.0,315.3845911242622,0.0,0.0,13.0,0.0,0.0,315.3845911242622,0.0,0.0,0.0,0.0
PRV54289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17720.0,316.42857142857144,3300.0,170.0,3.0357142857142856,28.0,0.0,No,17720.0,632.8571202551028,170.0,6.071428354591844,28.0,0.0,0.0,632.8571202551028,0.0,0.0,0.0,0.0
PRV54290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,550.0,1700.0,0.0,0.0,6.0,0.0,No,3300.0,549.9999083333486,0.0,0.0,6.0,0.0,0.0,549.9999083333486,0.0,0.0,0.0,0.0
PRV54291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,171.0,500.0,60.0,6.0,9.0,0.0,No,1710.0,189.99997888889126,60.0,6.666665925926009,9.0,0.0,0.0,189.99997888889126,0.0,0.0,0.0,0.0
PRV54293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2520.0,1260.0,2500.0,0.0,0.0,2.0,0.0,No,2520.0,1259.999370000315,0.0,0.0,2.0,0.0,0.0,1259.999370000315,0.0,0.0,0.0,0.0
PRV54294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,0.0,1.0,0.0,No,60.0,59.99994000006001,0.0,0.0,1.0,0.0,0.0,59.99994000006001,0.0,0.0,0.0,0.0
PRV54295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,3300.0,3300.0,0.0,0.0,1.0,0.0,No,3300.0,3299.9967000033002,0.0,0.0,1.0,0.0,0.0,3299.9967000033002,0.0,0.0,0.0,0.0
PRV54296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10460.0,193.7037037037037,2200.0,200.0,3.7037037037037037,18.0,0.0,No,10460.0,581.1110788271623,200.0,11.111110493827194,18.0,0.0,0.0,581.1110788271623,0.0,0.0,0.0,0.0
PRV54297,168000.0,21000.0,57000.0,8544.0,1068.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,168000.0,23999.99657142906,8544.0,1220.5712542041065,7.0,0.0,0.0,23999.99657142906,168000000000.0,2.7142857141564627,0.0,0.0
PRV54298,38000.0,12666.666666666666,21000.0,3204.0,1068.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,38000.0,12666.662444445852,3204.0,1067.9996440001187,3.0,0.0,0.0,12666.662444445852,38000000000.0,1.657894736711219,0.0,0.0
PRV54299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,360.0,1000.0,0.0,0.0,5.0,0.0,No,1800.0,359.9999280000144,0.0,0.0,5.0,0.0,0.0,359.9999280000144,0.0,0.0,0.0,0.0
